,RestaurantName
2051,The Thick Shake Factory
2052,MEAL BOX
2053,cakes world
2054,Dilli di Rasoi
2055,Om Paratha House
2056,Chanakya
2057,Cafe Durga
2058,Tangelo Cafe
2059,DK BHEL
2060,Baker's zone
2061,SHRADDHA MUTTON KHANAWAL
2062,Hotel Maratha Darbar
2063,Mothers Canteen
2064,VAIJNATH VEG NONVEG HOTEL
2065,NH1 Bowls - Highway To North
2066,NEW POONA BAKERY
2067,Shree Pure Veg
2068,Malvan Samudra (Chinchwad)
2069,Hotel Dwarka
2070,HOTEL TRIMURTI
2071,SHANAYA KITCHEN
2072,Biryanibad
2073,Burger Forever
2074,Nakshatra
2075,Nasta House
2076,Mummy Ki Roti
2077,The Empire Restaurant
2078,Swami snack
2079,Paratha House & Food Plaza
2080,Sweet Bite
2081,Rajeshahi Biryani Restaurant
2082,Royal Castle
2083,MONGINIS CAKE SHOP
2084,Haldiram Sweets and Namkeen
2085,Momo & Co.
2086,Pathik Biryani House.
2087,Pardisse Biryani
2088,Sprinkles & sparkles
2089,Cake Celebration
2090,Royal Maharashtrian Biryanis
2091,ROYAL ANDAA BHURJI
2092,KANHA PURE VEG
2093,MAULI SNACKS AND JUICE CENTRE
2094,Sahil Family Resto Bar
2095,LeanCrust Pizza - ThinCrust Experts
2096,Sbarro - New York Pizza
2097,The Momo Co.
2098,Itminaan Biryani - Dum Pukht
2099,Hotel Jai Malhar
2100,Chitale Bandhu Mithaiwale
2101,Tha Magic Bottle
2102,The Bean Cafe and Pizza house
2103,Best Belgian Waffle - Pimpri
2104,Sheetal Refreshment
2105,MR EGG
2106,SWARAJ SOUTH INDIAN SNACKS CENTER
2107,Doubletree by Hilton
2108,HOTEL BADE MIYA CHOTE MIYA
2109,ZAZA 22 Spice Biryani
2110,Radha Krishna ( World of Veg)
2111,Fountain fast food (Ajmera)
2112,TAKHT - The Rooftop Lounge
2113,UBQ BY Barbeque Nation
2114,"POKKET CAFE,CHINCHWADGAON"
2115,APOORVA BAKE HOUSE AND KITCHEN
2116,Hotel Om raghav
2117,HOW'S THE BOWL
2118,Natural Ice Cream
2119,"Celebration (Ganesh , Pimpri)"
2120,Pradeep sweets
2121,Lotus Court
2122,Mauli Rasvanti
2123,Madina Caterers
2124,Khushi Maggi Point
2125,Amul icecream parlour
2126,Navabi khwahish
2127,Malwan samudra
2128,Vaishnu Hotel
2129,Let's Order Chinese
2130,Palette 'N' Whisk
2131,Hotel Shivshahi
2132,ZAAFRON KITCHEN
2133,Lai Bhari Laturkar
2134,GS Biryani
2135,Gharonda Veg Restaurant
2136,Chocolate Biclate
2137,Deewan-E-Biryani Kalewadi
2138,Wok n Roll Chinese
2139,Wrap N Roll
2140,Hotel Balaji Veg Non Veg
2141,Saffron
2142,Farmer's Kitchen
2143,Grameen Kulfi
2144,DHABA CURRY
2145,DESI HANDI
2146,Krishnankita Misal House
2147,New Hotel Ashoka Tree
2148,Tekchand Nasta House
2149,True Food Kitchen TFK
2150,sms german bakery
2151,Indian Curry
2152,Kannu Ki Chai
2153,Shree Mahalaxmi Foods
2154,FoodQuipo
2155,Waghere Yancha Ranmala
2156,KFC
2157,Homely Meals @69
2158,Royalisto Thickshakes
2159,Burger King
2160,Jivhala Chinese Corner
2161,Kunal Restaurant and Bar
2162,Subway
2163,Thee Thali Restaurant
2164,Pawars  kitchen wala
2165,BASILIO RESTAURANT
2166,Asia Seven
2167,BHOOKH LAGI
2168,Radha Soami
2169,Pizza Hut
2170,cafe chocolicious
2171,ROHIT SNACKS CENTER
2172,Salt n pepper catering services
2173,Rapchik Foods
2174,Shirish China Park
2175,Laziz Pizza
2176,Hotel Radhakrisha World of Veg
2177,SHAWARMA DARBAR
2178,Fat Panda
2179,indo chinese family restaurant
2180,Hotel Potbhar
2181,hotel famous
2182,JAYA KA PARATHA
2183,Kalras kitchen
2184,Dumpling House
2185,M.A.D CULTURE (MOMOS & DIMSUMS)
2186,The Daily Baker Cakes & Icecream
2187,Thakkar Dining Hall
2188,Reddy's Hyderabadi Biryani
2189,THE ONLY FALAFEL
2190,Azu
2191,The royal champaran meat house
2192,HEALTHY WEALTHY
2193,Hotel Radha Krishna World Of Veg
2194,Gourmet Ice cream Cakes by Baskin Robbins
2195,THE EGG CORNER
2196,GK'S ROLLS & BIRYANI
2197,Chinese Wok (Wok Express)
2198,Dhekar
2199,"Bird Valley, Shahu Nagar"
2200,Holiday Inn Express
2201,Srinivas Shegaon Kachori and Snacks Center
2202,EASY LIFE FOOD FACTORY
2203,Foodland
2204,Shree Ganesh Pure Veg
2205,Empire Garden
2206,A-1 Swaad Pani Puri
2207,Keventers Ice Creamery
2208, Chawadi (Thergon)
2209,The Clover Bar And Kitchen
2210,KOLHAPURI PAHUNCHAR
2211,RUPA'S BIRYANI HOUSE
2212,Kokan katta
2213,Kolhapuri Zanzanit Pahunchar
2214,Kgn Xprs (Chaphekar Chowk)
2215,Pushpanjali biryani house
2216,Hotel dhanashree
2217,Curry Boy
2218,Copper Chocs
2219,Hotel Athvan
2220,Shejwan Chinese Corner
2221,Pradeep Sweets
2222,Mithas
2223,New Ashoka Pure Veg
2224,Sweet Truth - Cake and Desserts
2225,Khana Khazana
2226,McDonald's
2227,RAMBHAU WADEWALE
2228,Infinity Pizzeria
2229,M N CHINESE CENTER
2230,Golden Chopsticx
2231,Bistro Nutrifood
2232,Masters Biryani N Grill
2233,KFC
2234,Theobroma
2235,Kwality Walls Frozen Dessert and Ice Cream Shop
2236,Shaolin
2237,Rhythm
2238,Arihant Hotel
2239,Apna Express Biryani
2240,Hotel Sandip veg non veg
2241,The Cottage
2242,Nosh
2243,Pizza Hut
2244,ZAZA 22 Spice Biryani
2245,Hotel Shivratna Garden
2246,Best Belgian Waffle
2247,Sachika's Kitchen
2248,NANANCHA DHABA
2249,Hotel Rajratna
2250,Hotel Kautik
2251,THE CUPCAKE ZONE
2252,Govind Garden
2253,Behrouz Biryani
2254,LeanCrust Pizza - ThinCrust Experts
2255,Hotel Hindavi Hande Misal
2256,The Meal House
2257,NAKSHATRA PURE VEG
2258,Domino's Pizza
2259,Shivam Tandoori Special
2260,Qabil-E-Tareef
2261,Shivar Garden
2262,HOMEMADE MAGIC
2263,18 Degrees Resto Rooftop Lounge
2264,Fly Curry
2265,healthyU
2266,Aabacha Dhaba
2267,K9 The Coast Line Dine & Wine
2268,Egg Planet
2269,MAD OVER CAKE CAFE
2270,Chicken lovers
2271,Fruitox 
2272,Hooked Seafood Restaurant
2273,FLAVOURS OF ANDHRA
2274,Barista
2275,Henry's fried chicken
2276,THE BOMBAY PAYA HOUSE
2277,Golden fried chicken
2278,GODAVARI RUCHULU
2279,Classic cakes
2280,N'tice Biryani Republic
2281,The Bengal Kitchen
2282,Delhi Darbar Husen Caterers
2283,Patni Litti Chokha
2284,Malaka Spice
2285,VISHWA BIRYANI
2286,Maharashtrian Aswad
2287,Chilimili
2288,The Chinese Kitchen
2289,The Good Bowl
2290,Chavishta Katta
2291,N'tice
2292,Sasarwadi Mutton Khanawal
2293,Hotel Poona Veg-Non Veg Restaurant
2294,Biryani Trip
2295,Aryan and aditya foods
2296,MAHARAJA TEA AND NASHTA HOUSE
2297,Swagath Family Restaurant
2298,INDIANA CAKE AND DESSERT
2299,aman biryani
2300,CALCUTTA SPECIAL BIRYANI
2301,Anvi Ki Rasoi
2302,Pizza Heritage
2303,Siddhivinayak A1
2304,Icy Blast
2305,Aroma's Hyderabad House
2306,Regal Biryani
2307,Amrita Veg Non-veg
2308,Sawji Hotel
2309,KARMA KITCHEN PUNE
2310,Mr. Chinese Corner
2311,Bird Valley
2312,ATHASREE FOODS
2313,JGs coldpanipuri and veg
2314,Bullet Biryani
2315,Bay Leaf Bistro
2316,Magnum Opus
2317,Won China
2318,McDonald's Gourmet Burger Collection
2319,MOMO MONK
2320,HOTEL NISARG MISAL HOUSE
2321,Tava The Food Junction
2322,Rangla Punjab - Pimple Saudagar
2323,Charcoal Eats - Biryani & Beyond
2324,NANDUS SCHEZWAN SHACK
2325,Natural Ice Cream
2326,Oven Story Pizza
2327,Pizza MeRRANO
2328,Kimling Rush
2329,Crystal Hut Q Bar & Restaurant
2330,Banarasi Chatkara
2331,RadhaKrishna veg cuisine(pimple saudagar)
2332,Behrouz Biryani
2333,Faasos
2334,Venky's Xprs (Sinhagad Road)
2335,Subway
2336,Ankur Biryanis
2337,The Good Bowl
2338,Swadist Bite - Healthy Bakery
2339,Cafe burgerstory
2340,CAFE JUST FOR YOU
2341,VKN Delicious
2342,Pizza & Soup
2343,Latur Corner
2344,Modern Sweets
2345,The Food Villa
2346,SWAD PARATHA HOUSE
2347,CAFERIYA
2348,THE SANDWICH STORY
2349,Maharaja Biryani
2350, Sandwich Junction
2351,Natural Ice Cream
2352,Hotel Borul Atithi
2353,Granny's Cuisine
2354,Thalipeeth Express
2355,THE PIZZA BOX
2356,Jagdambaa Dinning Hall
2357,New Natraj
2358,Welcome to Khaugali
2359,Raj Darbar Veg & Non Veg Restaurant
2360,Lassi Wassi
2361,Chul Dum Biryani
2362,Pizza paradise
2363,Yummy Parathas
2364,COMBOMAN
2365,Tawa Street
2366,EatIt Cafe
2367,Firangi Bake
2368,Cafe Chocolicious
2369,Sweet Truth - Cake and Desserts
2370,KALANDINI CHINESE
2371,Subhanallah Biryani House
2372,McCafe by McDonald's
2373,China House
2374,Hari om juice bar
2375,Meal-o-clock
2376,Satkar Rice Plate House
2377,De Dhakkaa Kolhapuri Misal
2378,The Biryani Life
2379,The Belgian Waffle Co.
2380,LunchBox
2381,Royal darbar kitchen
2382,Baskin Robbins
2383,Krishna Bikaner and dry fruits
2384,Biryani Depot
2385,Cafe Durga
2386,Babar Dosa & Fastfood Center
2387,The Veg Culture
2388,cravings street
2389,Hotel Nimantran Pure Veg
2390,Ganesh Bhel
2391,MALJIS SAIBA FARSAN BHELPURI CENTER
2392,S.P. Crazy Cafe And Fast Food
2393,Shree Krushna Wade wale
2394,Bread Bash
2395,Sunshine Enterprises
2396,Rolls Mania
2397,The Green Roof
2398,Gaon jevan
2399,Rishi's Biryani
2400,Khatri Bandhu Pot Ice Cream
2401,Pride Kitchen's Hyderabadi Biryani
2402,Lazzetti
2403,Cafe Freddo
2404,Fresh burger
2405,S KUMAR WADEWALE
2406,DURGA CHINESE
2407,Dwarka Pure Veg
2408,Olive Plato
2409,Domino's Pizza
2410,Mast & Fast Snacks Center
2411,The Momo King
2412,Shetkari Nonveg
2413,KGN Xprs
2414,EGGIZ
2415,ZINGY MOMOS
2416,Royal Darbar
2417,Brahma Garden
2418,Royal Darbar Birayani House
2419,ARs AREBIAN SHAWARMA
2420,Magical Black
2421,AK Biryani House
2422,New Kalyan Bhel
2423,Healthycious
2424,CRAZY CHEESY ( SIHAGAD ROAD)
2425,REGAL PAVBHAJI
2426,The Chinese Food
2427,Reddys  Biryani
2428,Vishnuji Ki Rasoi
2429,Chaat Cafe
2430,Mayra's Kitchen
2431,King of Burger
2432,Kwality Walls Frozen Dessert and Ice Cream Shop
2433,Italian Hut
2434,Purnagiri Biryani House 
2435,SAKSHAR BAKERY
2436,The King Shawarma
2437,SJ KITCHENS
2438,Best Belgian Waffle
2439,Momos Junction
2440,Mankar Dosa Centre
2441,Kaka Halwai
2442,BIRD VALLEY
2443,Chota Bite by Cafe Goodluck
2444,Masala Mantra
2445,Omkar Poli Bhaji Kendra
2446,Shree Snacks & Cafe
2447,Ranmala Agro
2448,Joshis Food Corner
2449,The Rice Rascals
2450,Pizza expert
2451,Chav Assal Khandeshi
2452,AK Caterers & Biryani House
2453,Tanmayshree
2454,TULJAI KHANAVAL ( VEG NONVEG )
2455,Desi Shakes By KB
2456,LKD | La Kheer Deli
2457,REHMAN FOODS
2458,SAM MANKAR DOSA
2459,Maurya Multi Cuisine Family Restaurant and Bar
2460,Shorba Family Restaurant
2461,Exotic Chinese
2462,McDonald's Gourmet Burger Collection
2463,Sudama's Misal House
2464,Shanti Swayampakghar
2465,Berojgar Engineers Cafe
2466,Pizza n momos cafe
2467,Rasana Snacks
2468,Shaandaar veg non veg
2469,Caramellas Cake Shop Navi Peth
2470,Danka
2471,The Momo Panda
2472,Samruddhi Restaurant
2473,Monginis
2474,Thorats baarbeque Misal Pavbhaji
2475,McDonald's
2476,Madhav's Katta
2477,SNEHAS KITCHEN
2478,SAADGI VEG NONVEG
2479,cafe Magic of Taste
2480,AMMA PAKODA
2481,Roll Xpress
2482,Deep Roll & Bhurji Centre
2483,Mircho Misal
2484,Katakirrr Misal
2485,THE LITTLE PUNJAB
2486,Riva Gourmet Under The Sky
2487,The Cake's Basket
2488,SAI SANDWICH
2489,SINHGAD FRUIT CENTER
2490,P R ROLLS HOUSE
2491,CUK NUK 24
2492,Pure Veg Meals by Lunchbox
2493,BRAVO MOMO
2494,RASOI
2495,K B C
2496,Imran's Shahi Hydrabadi Dum Biryani
2497,Mandarin Oak- The Heavenly Chinese
2498,HASHTAG CHINESE
2499,House Of Meals & Paratha
2500,Cafe Central\t
2501,Gourmet Ice Cream Cakes by Baskin Robbins
2502,MEENAKSHI GARDEN VEG AND NON-VEG RESTAURANT
2503,Heisenberg burgers
2504,House of Chole Bhature And Parathas
2505,Food Signal
2506,AK'S BIRYANI HOUSE
2507,The Juicy Hub
2508,Hotel Hariom
2509,SLAY Coffee
2510,Yummy Stories
2511,Hotel Dragon
2512,BIRYANII HUT
2513,Sandwich Hut
2514,Bake House Cake & More
2515,Royal darbar food junction
2516,Rajmandir Ice Cream
2517,Iya's Sushi
2518,One Way Paratha
2519,CULTURE BIRYANI AND GRILL
2520,New Manasi Malai Gola
2521,Anandi Dining Hall
2522,Ganesh Matki Bhel Centre
2523,Oven Story Pizza
2524,Open Window Cakes
2525,Mr.Idli
2526,Friendship Corner
2527,Soaham Dining Hall and Food Zone
2528,Tien
2529,Monginis
2530,Sainath Khanawal
2531,Icekraft
2532,The hungry Chinese
2533,snack-o-holic
2534,The Chinese Hub
2535,Ganpat sweets
2536,Cafe Brewing Italiana
2537,Bhavya Garden
2538,Al mizan Biryani house
2539,Kwality Walls Frozen Dessert and Ice Cream Shop
2540,Hotel Subhadraa 
2541,Hotel Atithi Pure Veg
2542,Kreamery
2543,Maharaja Wada
2544,CAKESHAHI
2545,Amrapali Restaurant & Bar
2546,Keventers Ice Creamery
2547,Jamshed food
2548,KOD - King of Desserts And Waffles
2549,Galaxy - Orbett Hotel
2550,Shraavan Restaurant
2551,Ghar ka Swad
2552,Chaitanya Paranthas
2553,The Dessert Heaven
2554,NEW NEETA VEG AND NONVEG
2555,Lababdaries
2556,KFC
2557,Burger King
2558,Katakirrr Misal
2559,Sweet Bengal
2560,TGI Fridays
2561,World of Veg
2562,harvest club
2563,Wadeshwar(Law college road)
2564,Shubham Pure Veg
2565,Marrakesh
2566,THE SOUL BOWL - Health Food Kitchen
2567,FC Grill House
2568,Cornish kitchen
2569,THE STREET ROLLS
2570,Eden Court Restaurant & Bar
2571,Skol
2572,Le Plaisir
2573,Tandoori Pizza
2574,McDonald's
2575,Theobroma
2576,PALLAVI PURE VEG
2577,Hotel Ratna
2578,Tutto Bene
2579,THE PIZZA BOX
2580,Wich Wich
2581,Haka
2582,Shiroz Bistro
2583,Piazza pizza by Little Italy
2584,The Biryani Box
2585,Mathura Pure Veg
2586,Pizza Hut
2587,Kok Pa Chinese
2588,APNI INDIAN RASOI
2589,RAMKRUSHNA RAJASTHANI THALI
2590,Sarovar Restaurant & Bar
2591,SWAMEE VEGETARIANs
2592,House of Paratha
2593,Sukanta
2594,Burger 69 & More
2595,Niranjan Veg Restaurant
2596,The Vegetable - FC Road
2597,Mauji
2598,Dragon
2599,Roopali Restaurant - FC Road
2600,Pop Tate's
2601,Dhaba Estd 1986 Delhi
2602,Tales & Spirits
2603,Mad Over Donuts
2604,Wah Punjab
2605,Bowl Eat up
2606,Royal Chaat
2607,London Dairy
2608,SAILILA LUNCH HOME
2609,Fountain Family Rest O Bar
2610,Satwik Dining Hall
2611,Cafe Kathaa
2612,Khichdi Express
2613,HOT KATHI ROLLS
2614,The Betel Leaf - Paan and Desserts
2615,Happy Family Restaurant
2616,Govinda
2617,Oriental Fusion Restaurant - Ramee Grand Hotel
2618,The Belgian Waffle Co.
2619,Subway
2620,Gulp
2621,BOSS Burger
2622,Harshu Veg
2623,Ku-Kooch-Ku
2624,Smoke House Deli
2625,UBQ by Barbeque Nation
2626,Vrudheshwar Pure Veg
2627,Amhi Kolhapuri
2628,Sk Fast Food
2629,CASA  BLANCA
2630,WAGH BAKRI TEA LOUNGE
2631,Hotel Rassa Jagtap Dining Hall
2632,Housefull Paratha
2633,Ganesh Bhel-shivajinagar
2634,Kollage Food Court
2635,Ishan Pure Veg
2636,FC Road Social
2637,Vaibhav's- Biryani House
2638,PK Biryani House (Deccan)
2639,Spring Onion
2640,KWALITY Family resto Bar
2641,Little Italy
2642,The Hideout Kitchen
2643,THE LOCAL VEG
2644,Barbeque Nation
2645,JAI KAILASH DAIRY
2646,LKD | La Kheer Deli
2647,"Havmor Ice Cream,JM Road"
2648,Milan Restaurant & Chinese Center
2649,Symphony
2650,APTEZ CAFE
2651,Vaibhav Restaurant
2652,MRIGAYA - PUKHT BIRYANI AND MANDI
2653,Cafe Madeline
2654,Sharvaree Restaurant
2655,Barista
2656,BONZER PIZZA
2657,Red chinese and momos
2658,Coffee Nation
2659,Vadilal Ice Cream
2660,Made in china
2661,The Momo Miya
2662,Mahabaleshwar Berry Bash
2663,Surve's Pure Non-Veg
2664,The Nourish House
2665,Spice kitchen  JW Marriott Pune
2666,Hyderabadi Biryani
2667,Kwality Family Resto Bar(Rahul Cinemas)
2668,Bamboo House
2669,CakeZone
2670,Asia Kitchen By Mainland China
2671,Spicy Biryani House
2672,Khatri Bandhu Pot Ice-Cream & Mastani
2673,Janseva Bhojanalaya
2674,NIGHT BIRYANI
2675,Mauli Family Paan House
2676,Dairy Don
2677,BOGAWAT BHUVAN
2678,The Cake & Cream Factory
2679,Domino's Pizza
2680,Banglore Iyanger Bakery
2681,Yolkshire
2682,PAKODA N FALUDA CAFE
2683,Cafe Peter
2684,Munchieez
2685,Surmay
2686,Top In Town
2687,Swagat Veg Non Veg
2688,Green Signal.
2689,NOTO - Healthy Ice Cream
2690,Hakuna Matata
2691,Chai Ya Coffee?
2692,Panchali Restaurant
2693,Shree Krishna Juice Bar
2694,Cocoa Patisserie & Bakery
2695,Baker's Basket
2696,The Golden Samosa
2697,German Bakery Wunderbar
2698,BreakFast
2699,Desiano - JW Marriott
2700,Hotel Shreyas
2701,Rajmandir Ice Cream
2702,KANNU KI CHAI
2703,MORESHWAR FOODEE CORNER
2704,SWAD BIRYANI
2705,TERRASINNE FOOD CORP.LLP
2706,Keventers - Milkshakes and Desserts
2707,HOTAL SHIVSHAHI
2708,The MOMO'S Point
2709,Shahji's Paratha
2710,Pizza hut Express
2711,T3M Cafe & Bar
2712,Sampan
2713,Krishna Dining
2714,Malhar Khanaval
2715,Momo's king
2716,Italy Via Punjab
2717,Aishwarya Veg Non Veg
2718,Honey Cane
2719,Chocolate Biclate
2720,Krishna Chaya
2721,Chitale Bandhu Mithaiwale
2722,Udupi swada
2723,E- SQUARE THE FERN
2724,Amhi Kolhapuri - Shivajinagar Canteen 
2725,Skoop Ice Cream Parlour
2726,Suryama - Hotel Raviraj
2727,KIRTI
2728,CHINESE PARADISE
2729,Millie's Cookies 
2730,The Deccan Spice Restaurant
2731,Super smash burgers
2732,The Sea Secret
2733,High Garden
2734,McDonald's Gourmet Burger Collection
2735,The Fish Thali
2736,Madina Hotel
2737,The Flame Burger
2738,Speedy Chow-Fast Asian Eating
2739,SHOBHA KHANAVALI
2740,Amrapali
2741,NH 37 Dhaba
2742,Eathome
2743,chill & chilli cafe
2744,Senoritas Mexican kitchen by Little Italy
2745,Culture Express
2746,Prajwal Caterers
2747,Maharaja Bhog
2748,Venky's Xprs (Shivaji Nagar)
2749,The Chocolate Room
2750,Om Sadguru Snacks Center
2751,Chaha Sobat
2752,Empress Of China
2753,Supreme Snacks
2754,Poona Guest House
2755,Punjabi Spices
2756,Frozen Bottle
2757,PVR Cafe
2758,Noodles & Co
2759,Shree Food Suppliers
2760,Starbucks Coffee
2761,Aasing's Kitchen
2762,Yash Regency - Dark Kitchen
2763,Baskin Robbins
2764,Turkish Delight
2765,Natural Ice Cream
2766,ZAZA 22 Spice Biryani
2767,The Deccan Bid Capital
2768,NH1 Bowls - Highway To North
2769,Bebe Di Rasoi - Punjabi
2770,LeanCrust Pizza - ThinCrust Experts
2771,Cafe Delhi Heights
2772,BAKERS MAGIC THE NATURAL BAKERY
2773,Itminaan Biryani - Dum Pukht
2774,Hindvi Swarj A Sorma Chicken
2775,WS Bakers
2776,Baba Food Mall
2777,Smokin' Joe's
2778,Nina Pinta Santamaria
2779,Zippyfeed
2780,Shree Sai Veg Non-Veg Restaurant
2781,Horn OK Please
2782,Mainland China
2783,Sabores European Bistro
2784,BOL BABY BOWL
2785,Kekiz The Cake Shop
2786,Nikita Snacks Centre
2787,McDonald's
2788,MADHUR PURE VEG
2789,Swa Varhadi MIsal
2790,BABA HOT MOMO CHINESE EGGS & ROLLS
2791,36 CHINA TOWN
2792,Hotel Ashray
2793,Pizza Ville
2794,Aarz Restaurant
2795,Peppino
2796,Saba Traders
2797,Capers Kitchen
2798,New Kaveri Restaurant & Bar
2799,Naivedyam
2800,KFC
2801,Masemari - The Fishing
2802,Bhavnagari Sweets
2803,The Cake & Cream Factory
2804,Hotel Yatrik
2805,SURAS DINING HALL
2806,HOTEL PADMAWATI
2807,The Fish Kitchen
2808,Mh 12 Biryani House
2809,Aamhi Pohekar
2810,Gaurav Biryani House
2811,Laa Unico
2812,Kiga Ice Cream
2813,Baskin Robbins
2814,City Plaza
2815,Buns King
2816,Behrouz Biryani
2817,Chitale Ice Cream
2818,Gavkari
2819,Domino's Pizza
2820,Shahji's Parantha House (Laxmi Road)
2821,Shree Kala - Aaba Misalwale
2822,Deelasa Chinese Fast Food
2823,FISH CURRY RICE
2824,Sri Murlidhar Veg Thali
2825,Chinese Wok (Wok Express)
2826,SP's Biryani House
2827,Akshay Lunch Home
2828,McDonald's Gourmet Burger Collection
2829,Khadadi
2830,Firangi Bake
2831,New Apurwai Non Veg
2832,Gourmet Ice Cream Cakes by Baskin Robbins
2833,Malhar Assal Kolhapuri
2834,King of chinese
2835,Krishna Bhel Panipuri
2836,Hotel Malwani Solkadi
2837,THE HUNGRY HIPPIE
2838,Crazy Cheesy
2839,Tiranga Budhwar peth (Main Branch)
2840,SAHANA VEG RESTAURANT
2841,RASPURTI
2842,La Cherie Cheesecake
2843,Chinese Katta
2844,Moms Kitchen
2845,Chitale Bandhu Mithaiwale
2846,KEKIZ THE CAKE SHOP
2847,Sambar Pure Veg
2848,Lassi Magic
2849,aware Maratha khanawal
2850,Zhatkan Patkan Rasoi
2851,Sweet Truth - Cake and Desserts
2852,Jay Ganesh Sabudana Vada
2853,Oven Story Pizza
2854,Gokul Chinese
2855,The Good Bowl
2856,Martand Misal & Special Tea
2857,Smokin' Joe's
2858,Chinese Room
2859,Nanumal Bhojraj Sweets
2860,Copper Chocs
2861,The Habit
2862,Natural Ice Cream
2863,The Veg Culture
2864,PK Biryani House (Swargate)
2865,Jija Pure Veg
2866,Royal maharashtrian Biryanis
2867,GSB Kitchen
2868,Top N Town
2869,New Kokani Tadka
2870,Monginis Cake Shop
2871,Surve's Pure Non-Veg
2872,Rayalaseema reddys restaurant
2873,Mummy's Kitchen
2874,Santa Banta On Wheels
2875,Snack In Alley
2876,Spring Onion
2877,Aroma's Hyderabad House(Viman Nagar)
2878,Kathi King
2879,Subway
2880,Uncle's Chinese
2881,THE CURRY HUB
2882,Chili's American Grill & Bar
2883,Five Fingers
2884,Lil Bite Of Heaven
2885,SMOKE AND MUNCH
2886,MAMA BIRYANI BY REDDYS
2887,Pizza Loca
2888,THE SHAWARMA JUNTION
2889,Marfa Biryani
2890,Natural Ice Cream
2891,THE PASTERY COMPANY
2892,Dragon Fortune Bistro
2893,The Good Bowl
2894,House of Cake
2895,The Cake Frosting
2896,Pure Veg Meals by Lunchbox
2897,Pedro's Kitchen
2898,SLAY Coffee
2899,PK PARATHA HOUSE
2900,21 Central Park
2901,Fatso Fried Chicken
2902,THE BIRYANI TOWN
2903,Nourishyam - The Green Chef
2904,Khichdi Central
2905,MAHADEV HOTEL & RESTAURANT
2906,New Naaz Caterers Biryani House
2907,Chicken Xperience By Venky'S
2908,Lai Bhari Mutton Bhakari
2909,Deewan-E-Biryani - Viman Nagar
2910,Mekong Folks
2911,Vaishnavi Litti Bhandar
2912,Panjabi pin
2913,KFC
2914,THE WRAPS JUNCTION
2915,Slice of Soul (S.O.S.)
2916,Philly Fried Chicken
2917,Al-Hifazat Kabab's & Caterers
2918,Chang's
2919,Cheesy Pizza House
2920,Nizam E Zayeka
2921,Nothing But Chicken
2922,THE CAKE COMPANY
2923,Night Option
2924,THE CURRY COMPANY
2925,Brawny Food Company
2926,Le Porcini
2927,The Biryani Life
2928,Biryani Blast
2929,Shri Balaji Chinese
2930,BIRYANI BADSHAH
2931,Sharmas Food
2932,The Mughal Biryani
2933,The Western Grill and Biryani
2934,THE GIANT PANDA NOODLES
2935,Indian Masala Tadka
2936,JEET DA AMRITSARI DHABA
2937,Mr Hakka
2938,Lazeez by Hyderabadi Delicacies
2939,Love In Cake
2940,Cake Glory
2941,The Paradise Of Cake
2942,Green Salad Company
2943,Grace Divine
2944,Rollskart
2945,Cake-O-Cake
2946,The Cake Nest
2947,AROMA'S BIRYANI BY REDDYS
2948,Chow Mein & Co.
2949,Tales & Spirits Hunters Bistro
2950,Gourmet Ice Cream Cakes by Baskin Robbins
2951,Circle of Crust
2952,Cake Crush
2953,The Munchies Box
2954,Degchi Biryani
2955,Curry Magic
2956,Sweet Truth - Cake and Desserts
2957,pizza cravers
2958,HALF N HALF PIZZA
2959,SHAHIN TASTY FOODS
2960,HOTEL JAGDAMBA NONVEG
2961,Delhi Ki Parantha Gali
2962,Behrouz Biryani
2963,Copper Chocs
2964,Oven Story Pizza
2965,Smoke House Deli
2966,1st Story-Four Point By Sheraton
2967,China Grill Express
2968,URBAN DARBAR
2969,KANHA PURE VEG
2970,Theobroma
2971,REDDYS RESTAURANT TANDOORI
2972,Ridhika Chinese Center
2973,KEBAB STORY
2974,The Urban Chinese
2975,Rasika Pure Veg Restaurant
2976,Largo Pizzeria
2977,HYDERABADI BIRYANI
2978,Bullet Biryani
2979,SWAD THE REAL TASTE
2980,Night light kitchen
2981,The Northern Frontier
2982,YouMee
2983,Santosh Biryani House
2984,Momo Monk
2985,ProCaF
2986,PAMPERED TASTE
2987,Spatzle Bistro
2988,Achlas Bawarchi Biryani
2989,Moltobene
2990,Chulbul Dhaba
2991,BIRYANI CHEF BY REDDYS
2992,Biryani Trip
2993,Gurukrupa Paratha's (Since 1985)
2994,Perks N Brews
2995,SULTAN'S BIRYANI AND KEBAB
2996,Hotel Malabar
2997,Burger 11
2998,SANKET PURE VEG
2999,Visawa
3000,Amigo Bakers
3001,Sai Zaika Restaurant
3002,MAHARASHTRAN TADKA
3003,Baba Hotel
3004,Hotel Banana Leaf
3005,Chai Point
3006,HOTEL PUBLIC PLACE
3007,Torana Misal
3008,SAMRUDDHI FOOD JUNCTION
3009,The Ritz-Carlton Pune
3010,The Momo Box
3011,BREAKFAST & LUNCH BOX
3012,Pizza Hut
3013,BANI FOOD SHOP
3014,Freshscape
3015,Good News Dhaba
3016,PUNJAB TADKA
3017,New Reddy's Restaurant
3018,Uncle's Kitchen.
3019,SWADKASWAG
3020,Hotel Samai Palace
3021,Ovee Lunch Home
3022,Noorani Darbar Catering Service
3023,Mad Momos
